stock,isin,sector,mode,status,exit_reason,regime,confidence,setup,signal_date,signal_close,planned_entry,entry_limit,stop_loss,target,planned_rr,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2025-07-08,1114.7,1114.7,1125.85,1047.82,1150,0.53,2025-07-09,1126.41,2025-07-11,1149.43,88,99124,3,2,0.29,0.55,2025
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2025-10-08,1233.9,1233.9,1246.24,1159.87,1344.95,1.5,2025-10-09,1234.52,2025-10-10,1159.27,81,99996,2,1,-1.01,0.06,-6095
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2025-12-12,1481.3,1481.3,1496.11,1392.42,1580.83,1.12,2025-12-16,1496.85,2025-12-22,1580.06,66,98792,5,6,0.8,0.98,5492
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-02-12,106.45,106.45,107.51,100.06,116.03,1.5,2021-02-15,107.4,2021-02-19,100,931,99993,5,4,-1.01,0.74,-6893
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-03-15,106.95,106.95,108.02,100.53,116.58,1.5,2021-03-16,108.05,2021-03-17,100.5,925,99950,2,1,-1,0.14,-6988
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-03-30,102.05,102.05,103.07,95.93,111.23,1.5,2021-03-31,100.1,2021-04-06,111.19,999,100000,4,6,2.66,2.95,11083
RKFORGE,INE399G01023,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2021-04-29,117.65,117.65,118.83,110.59,128.24,1.5,2021-04-30,118.66,2021-05-06,115.09,842,99911,5,6,-0.44,0.07,-3003
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2021-06-03,128.85,128.85,130.14,121.12,133.73,0.63,2021-06-04,130.22,2021-06-04,133.68,767,99875,1,0,0.38,0.52,2660
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-06-18,123.85,123.85,125.09,116.42,133.73,1.33,2021-06-21,122.26,2021-06-25,124.04,817,99887,5,4,0.3,1.29,1452
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support + Reversal,2021-08-24,179.65,179.65,181.45,168.87,195.82,1.5,2021-08-25,180.09,2021-08-30,195.7,555,99950,4,5,1.39,2.55,8665
RKFORGE,INE399G01023,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-11-01,216.4,216.4,218.56,203.42,235.88,1.5,2021-11-02,218.66,2021-11-09,208.15,457,99927,5,7,-0.69,0.05,-4805
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-11-21,221.35,221.35,223.56,208.07,237.42,1.21,2022-11-22,222.31,2022-11-28,227.69,449,99818,5,6,0.38,0.45,2413
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2022-12-23,235.85,235.85,238.21,221.7,257.08,1.5,2022-12-26,235.97,2022-12-27,256.97,423,99814,2,1,1.47,2.08,8884
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2023-01-09,257.75,257.75,260.33,242.29,267.46,0.63,2023-01-10,259.03,2023-01-11,267.32,386,99985,2,1,0.49,0.9,3199
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-07-10,440.1,440.1,444.5,413.69,473.95,1.28,2023-07-11,440.22,2023-07-13,473.71,227,99930,3,2,1.26,1.8,7603
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2023-09-13,691.85,691.85,698.77,650.34,751.44,1.44,2023-09-14,698.15,2023-09-20,650.02,143,99835,4,6,-1.01,0.56,-6882
RKFORGE,INE399G01023,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-09-26,637.55,637.55,643.93,599.3,688.62,1.34,2023-09-27,641.07,2023-10-04,631.18,155,99366,5,7,-0.24,0.45,-1532
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2023-10-23,620.25,620.25,626.45,583.04,658.63,1.03,2023-10-25,624.31,2023-10-31,639.83,160,99890,5,6,0.38,0.67,2483
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2023-12-06,771.6,771.6,779.32,725.3,841.04,1.5,2023-12-07,771.49,2023-12-11,724.94,129,99522,3,4,-1.01,0.03,-6005
RKFORGE,INE399G01023,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-12-13,747.45,747.45,754.92,702.6,814.72,1.5,2023-12-14,755.28,2023-12-20,715.19,132,99697,5,6,-0.76,0.3,-5291
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support×2,2023-12-21,723.35,723.35,730.58,679.95,788.45,1.5,2023-12-22,724.51,2023-12-29,725.34,138,99983,5,7,0.02,0.34,114
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-01-23,736.95,736.95,744.32,692.73,803.28,1.5,2024-01-24,739.37,2024-01-31,763.07,135,99815,5,7,0.51,0.57,3199
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-02-02,771.05,771.05,778.76,724.79,840.44,1.5,2024-02-05,765.38,2024-02-08,724.44,130,99500,4,3,-1.01,0.33,-5323
RKFORGE,INE399G01023,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support×2,2024-07-29,842.05,842.05,850.47,791.53,917.83,1.5,2024-07-30,846.32,2024-08-02,917.39,118,99866,4,3,1.3,1.32,8386
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-08-20,924.5,924.5,933.75,869.03,1007.71,1.5,2024-08-21,921.46,2024-08-27,947.38,108,99518,5,6,0.49,1.11,2799
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2024-09-02,958.75,958.75,968.34,901.22,1045.04,1.5,2024-09-03,955.48,2024-09-09,973.51,104,99370,5,6,0.33,1.05,1876
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2024-09-11,971.25,971.25,980.96,912.97,1058.66,1.5,2024-09-12,980.49,2024-09-18,1021.19,101,99029,5,6,0.6,0.86,4111
RKFORGE,INE399G01023,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-09-24,994.9,994.9,1004.85,935.21,1084.44,1.5,2024-09-25,991.55,2024-10-01,1011.44,100,99155,5,6,0.35,0.56,1990
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-10-04,959.3,959.3,968.89,901.74,1045.64,1.5,2024-10-07,965.48,2024-10-07,901.3,103,99445,1,0,-1.01,0.29,-6611
RKFORGE,INE399G01023,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2024-12-16,940.95,940.95,950.36,884.49,1025.64,1.5,2024-12-17,941.47,2024-12-20,884.06,106,99796,4,3,-1.01,0.11,-6086
ACE,INE731H01025,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-01-21,132.8,132.8,134.13,124.83,144.75,1.5,2021-01-22,132.77,2021-01-29,128.39,753,99973,5,7,-0.55,0.41,-3299
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-03-01,155.25,155.25,156.8,145.94,165.17,1.06,2021-03-02,156.88,2021-03-05,165.07,637,99932,4,3,0.75,1.29,5216
ACE,INE731H01025,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-03-18,154.3,154.3,155.84,145.04,161.63,0.79,2021-03-19,152.98,2021-03-22,161.57,653,99894,2,3,1.08,1.54,5611
ACE,INE731H01025,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2021-03-23,163.05,163.05,164.68,153.27,177.72,1.5,2021-03-24,163.13,2021-03-24,153.17,613,100000,1,0,-1.01,0.18,-6104
ACE,INE731H01025,auto,DEEP,NO_FILL,,,,,2021-03-25,,,,,,,,,,,,,,,,,
ACE,INE731H01025,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2021-04-13,152.85,152.85,154.38,143.68,161.63,0.96,2021-04-15,152.78,2021-04-19,143.63,654,99916,3,4,-1.01,0.35,-5983
ACE,INE731H01025,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-10,223.4,223.4,225.63,210,238.12,1.1,2021-08-11,221.11,2021-08-11,209.9,452,99942,1,0,-1.01,0.53,-5069
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2021-09-30,258.15,258.15,260.73,242.66,271.36,0.85,2021-10-01,258.28,2021-10-04,271.21,387,99954,2,3,0.83,1.06,5006
ACE,INE731H01025,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support×2,2021-10-19,251.1,251.1,253.61,236.03,273.7,1.5,2021-10-20,253.08,2021-10-25,235.93,395,99965,4,5,-1.01,0.17,-6772
ACE,INE731H01025,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-11-01,251.3,251.3,253.81,236.22,273.92,1.5,2021-11-02,253.43,2021-11-09,262.32,394,99850,5,7,0.52,0.87,3503
ACE,INE731H01025,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2022-10-04,286.15,286.15,289.01,268.98,311.9,1.5,2022-10-06,289.04,2022-10-12,291.95,345,99720,5,6,0.15,0.97,1004
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2022-11-22,315.55,315.55,318.71,296.62,343.95,1.5,2022-11-23,318.01,2022-11-29,343.78,314,99855,5,6,1.2,1.72,8091
ACE,INE731H01025,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2022-12-15,326.5,326.5,329.77,306.91,341.32,0.76,2022-12-16,325.61,2022-12-21,306.75,307,99963,4,5,-1.01,0.55,-5792
ACE,INE731H01025,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2023-04-13,401.75,401.75,405.77,377.65,422.85,0.88,2023-04-17,402.3,2023-04-21,406.8,248,99771,5,4,0.18,0.72,1115
ACE,INE731H01025,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-06-16,479.85,479.85,484.65,451.06,503.99,0.84,2023-06-19,480.44,2023-06-23,456.92,208,99932,5,4,-0.8,0.45,-4892
ACE,INE731H01025,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2023-09-01,760.65,760.65,768.26,715.01,800.4,0.87,2023-09-04,757.38,2023-09-04,714.64,132,99974,1,0,-1.01,0.18,-5641
ACE,INE731H01025,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-09-12,681.45,681.45,688.26,640.56,742.78,1.5,2023-09-13,682.34,2023-09-20,691.7,146,99622,5,7,0.22,1.19,1367
ACE,INE731H01025,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support×2,2023-10-25,702.9,702.9,709.93,660.73,766.16,1.5,2023-10-26,700.4,2023-10-26,660.42,142,99457,1,0,-1.01,0.48,-5677
ACE,INE731H01025,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-11-24,813.2,813.2,821.33,764.41,886.39,1.5,2023-11-28,813.61,2023-12-04,819.49,122,99260,5,6,0.12,0.83,718
ACE,INE731H01025,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-12-05,810.95,810.95,819.06,762.29,883.94,1.5,2023-12-06,811.36,2023-12-12,801.4,123,99797,5,6,-0.2,0.72,-1225
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-01-15,903.75,903.75,912.79,849.53,935.13,0.58,2024-01-16,904.15,2024-01-19,934.68,110,99457,4,3,0.56,0.72,3358
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-01-23,873.5,873.5,882.24,821.09,952.12,1.5,2024-01-24,873.34,2024-01-30,951.62,114,99560,4,6,1.5,2.31,8925
ACE,INE731H01025,auto,DEEP,WIN,TARGET,BULL,HIGH,Pullback,2024-03-14,1273.45,1273.45,1286.18,1197.04,1388.06,1.5,2024-03-15,1278.64,2024-03-21,1387.36,78,99734,5,6,1.33,1.79,8480
ACE,INE731H01025,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support + Pullback,2024-10-21,1386.05,1386.05,1399.91,1302.89,1510.79,1.5,2024-10-22,1384.24,2024-10-22,1302.25,72,99665,1,0,-1.01,0.03,-5904
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support×2,2021-02-11,406.1,406.1,410.16,381.73,442.65,1.5,2021-02-12,406.55,2021-02-15,381.56,245,99606,2,3,-1.01,0.27,-6124
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback + Support,2022-09-23,379.45,379.45,383.24,356.68,413.6,1.5,2022-09-26,377.29,2022-09-26,356.52,265,99981,1,0,-1.01,0,-5503
VARROC,INE665L01035,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-09-12,413.35,413.35,417.48,388.55,450.55,1.5,2023-09-13,415.21,2023-09-14,450.32,240,99650,2,1,1.32,3.75,8428
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2023-10-17,487.5,487.5,492.38,458.25,531.38,1.5,2023-10-18,488.74,2023-10-23,458.02,204,99704,4,5,-1.01,0.63,-6268
VARROC,INE665L01035,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-12-06,545.45,545.45,550.9,512.72,582.33,1.13,2023-12-07,547.22,2023-12-13,528.99,182,99595,5,6,-0.53,0.22,-3319
VARROC,INE665L01035,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-12-15,531.2,531.2,536.51,499.33,579.01,1.5,2023-12-18,532.27,2023-12-22,543.73,187,99534,5,4,0.35,0.75,2143
VARROC,INE665L01035,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-01-05,560.6,560.6,566.21,526.96,582.33,0.65,2024-01-08,561.33,2024-01-12,553.12,178,99917,5,4,-0.24,0.46,-1461
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-01-16,554.85,554.85,560.4,521.56,575.85,0.63,2024-01-17,552.28,2024-01-18,521.29,181,99962,2,1,-1.01,0.06,-5609
VARROC,INE665L01035,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-01-29,533.05,533.05,538.38,501.07,581.02,1.5,2024-01-30,533.32,2024-02-01,580.71,187,99730,3,2,1.47,2.9,8862
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-02-02,600.35,600.35,606.35,564.33,654.38,1.5,2024-02-05,605.3,2024-02-08,564.07,165,99875,4,3,-1.01,0.65,-6804
VARROC,INE665L01035,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-02-19,518.8,518.8,523.99,487.67,565.49,1.5,2024-02-20,520.71,2024-02-26,518.99,192,99976,5,6,-0.05,0.25,-330
VARROC,INE665L01035,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Reversal,2024-03-15,470.2,470.2,474.9,441.99,487.82,0.62,2024-03-18,475.14,2024-03-18,487.56,210,99779,1,0,0.37,1.16,2608
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-07-18,643.6,643.6,650.04,604.98,691.91,1.25,2024-07-19,646.37,2024-07-23,604.7,154,99541,3,4,-1.01,0.2,-6418
VARROC,INE665L01035,auto,DEEP,WIN,TIME,BEAR,MEDIUM,Support×2,2025-01-13,582.65,582.65,588.48,547.69,635.09,1.5,2025-01-14,577.79,2025-01-20,587.71,173,99957,5,6,0.33,0.95,1716
VARROC,INE665L01035,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2025-07-10,565.95,565.95,571.61,531.99,616.89,1.5,2025-07-11,567.78,2025-07-18,558.97,176,99930,6,7,-0.25,0.29,-1551
VARROC,INE665L01035,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2025-10-06,612,612,618.12,575.28,667.08,1.5,2025-10-07,615.21,2025-10-13,607.15,162,99664,5,6,-0.2,0.37,-1306
VARROC,INE665L01035,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2025-11-03,623.05,623.05,629.28,585.67,679.12,1.5,2025-11-04,623.31,2025-11-12,647.93,160,99730,6,8,0.65,0.95,3938
VARROC,INE665L01035,auto,DEEP,LOSS,SL,BULL,HIGH,Pullback,2025-11-28,659.4,659.4,665.99,619.84,718.75,1.5,2025-12-01,665.23,2025-12-05,619.54,150,99785,5,4,-1.01,0.65,-6854
VARROC,INE665L01035,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-12-29,594.6,594.6,600.55,558.92,648.11,1.5,2025-12-30,592.35,2026-01-06,616.79,168,99514,6,7,0.73,1.19,4107
SUBROS,INE287B01021,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support×2,2020-10-13,232.55,232.55,234.88,218.6,240.02,0.54,2020-10-14,233.87,2020-10-14,239.88,427,99861,1,0,0.39,0.79,2568
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-01-19,332.35,332.35,335.67,312.41,362.26,1.5,2021-01-20,332.17,2021-01-27,330.98,301,99982,5,7,-0.06,0.27,-356
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-01-29,342.8,342.8,346.23,322.23,364.17,1.04,2021-02-01,344.72,2021-02-05,334.93,290,99969,5,4,-0.44,0.03,-2839
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-06-10,327.1,327.1,330.37,307.47,356.54,1.5,2021-06-11,328.16,2021-06-17,307.3,304,99762,5,6,-1.01,0.51,-6344
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-07-05,312.55,312.55,315.68,293.8,340.68,1.5,2021-07-06,314.31,2021-07-12,325.34,318,99950,5,6,0.54,1.07,3508
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-16,314.2,314.2,317.34,295.35,342.48,1.5,2021-08-17,315.16,2021-08-23,295.2,317,99905,4,6,-1.01,0.8,-6326
SUBROS,INE287B01021,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-10-06,325.3,325.3,328.55,305.78,354.58,1.5,2021-10-07,327.71,2021-10-08,354.42,305,99953,2,1,1.22,2.97,8146
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-11-17,370.1,370.1,373.8,347.89,392.16,0.99,2021-11-18,365.18,2021-11-22,347.73,273,99695,2,4,-1.01,1.03,-4766
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2021-11-23,353.2,353.2,356.73,332.01,384.99,1.5,2021-11-24,353.58,2021-11-29,325.84,282,99709,4,5,-1.29,0.67,-7823
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,BEAR,MEDIUM,Support×2,2021-12-23,361,361,364.61,339.34,393.49,1.5,2021-12-24,362.78,2021-12-30,367.97,275,99765,5,6,0.22,0.69,1426
SUBROS,INE287B01021,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2022-01-05,369,369,372.69,346.86,392.16,1.05,2022-01-06,366.63,2022-01-07,393.55,272,99724,2,1,1.36,2.19,7322
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2022-01-13,376.5,376.5,380.27,353.91,392.16,0.69,2022-01-14,375.74,2022-01-20,368.22,266,99946,5,6,-0.34,0.74,-2001
SUBROS,INE287B01021,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2022-09-27,351.25,351.25,354.76,330.17,382.86,1.5,2022-09-28,348.17,2022-10-03,382.66,287,99926,4,5,1.92,2.21,9897
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,NEUTRAL,HIGH,Pullback,2022-10-12,374.55,374.55,378.3,352.08,408.26,1.5,2022-10-13,373.19,2022-10-18,351.92,267,99641,4,5,-1.01,0.2,-5677
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-09-25,397.05,397.05,401.02,373.23,432.78,1.5,2023-09-26,401,2023-10-03,389.36,249,99849,5,7,-0.42,0.18,-2900
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-02-06,635.05,635.05,641.4,596.95,676.49,1.09,2024-02-07,641.22,2024-02-12,596.65,155,99389,4,5,-1.01,0.26,-6908
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-02-13,596.5,596.5,602.47,560.71,650.19,1.5,2024-02-14,594.05,2024-02-20,611.04,168,99800,5,6,0.51,1.32,2856
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2024-05-09,581.35,581.35,587.16,546.47,633.67,1.5,2024-05-10,584.19,2024-05-16,623.79,171,99897,5,6,1.05,1.27,6771
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-05-28,601.05,601.05,607.06,564.99,636.72,0.99,2024-05-29,601,2024-06-04,564.72,166,99766,5,6,-1.01,0.77,-6023
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-07-11,697.7,697.7,704.68,655.84,760.49,1.5,2024-07-12,698.35,2024-07-19,655.52,143,99864,5,7,-1.01,0.49,-6124
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-07-22,678.75,678.75,685.54,638.03,739.84,1.5,2024-07-23,682.49,2024-07-23,637.68,146,99644,1,0,-1.01,0.16,-6542
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2024-07-24,688.85,688.85,695.74,647.52,750.85,1.5,2024-07-25,675.89,2024-07-31,699.95,147,99356,5,6,0.85,1.7,3537
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-09-18,770.85,770.85,778.56,724.6,840.23,1.5,2024-09-19,771.39,2024-09-25,768.57,129,99509,5,6,-0.06,0.47,-364
SUBROS,INE287B01021,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2024-10-08,684.95,684.95,691.8,643.85,746.6,1.5,2024-10-09,692.15,2024-10-15,692.2,144,99669,5,6,0,0.29,8
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2025-07-09,941.55,941.55,950.97,885.06,977.94,0.64,2025-07-10,945.47,2025-07-16,914.79,105,99275,5,6,-0.51,0.15,-3221
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-07-17,913.5,913.5,922.64,858.69,977.94,1.18,2025-07-18,915.46,2025-07-24,869.02,109,99785,5,6,-0.82,0.07,-5062
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-10-13,1053.4,1053.4,1063.93,990.2,1148.21,1.5,2025-10-14,1057.53,2025-10-20,1025.89,94,99408,5,6,-0.47,0.26,-2974
SUBROS,INE287B01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2025-11-04,1042.1,1042.1,1052.52,979.57,1135.89,1.5,2025-11-06,1042.62,2025-11-11,969.52,95,99049,4,5,-1.16,0.13,-6945
SUBROS,INE287B01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Reversal,2025-12-18,874.05,874.05,882.79,821.61,952.71,1.5,2025-12-19,875.39,2025-12-26,857.47,114,99794,5,7,-0.33,0.23,-2042
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2020-09-08,423.85,423.85,428.09,398.42,438.92,0.59,2020-09-09,423.11,2020-09-09,398.2,236,99854,1,0,-1.01,0,-5879
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-01-20,549.8,549.8,555.3,516.81,599.28,1.5,2021-01-21,555.58,2021-01-28,538.38,179,99448,5,7,-0.44,0.5,-3078
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-03-25,715.55,715.55,722.71,672.62,779.95,1.5,2021-03-26,715.86,2021-03-30,779.56,139,99504,2,4,1.47,2.87,8855
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,TIME,BULL,HIGH,Support×2,2021-04-12,697.35,697.35,704.32,655.51,735.43,0.91,2021-04-13,699.35,2021-04-20,675.31,142,99308,5,7,-0.55,0.47,-3413
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-06-17,822.3,822.3,830.52,772.96,896.31,1.5,2021-06-18,822.71,2021-06-23,772.56,121,99548,4,5,-1.01,0.1,-6068
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2021-06-24,795.6,795.6,803.56,747.86,867.2,1.5,2021-06-25,796,2021-07-01,803.8,125,99500,5,6,0.16,1.1,975
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-07-06,804.15,804.15,812.19,755.9,876.52,1.5,2021-07-07,803.4,2021-07-13,797.85,124,99622,5,6,-0.12,0.1,-688
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-07-26,742,742,749.42,697.48,808.78,1.5,2021-07-27,748.27,2021-08-02,781.46,133,99520,5,6,0.65,0.7,4414
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-08-03,782.2,782.2,790.02,735.27,811.07,0.62,2021-08-04,787.34,2021-08-10,757.72,127,99993,5,6,-0.57,0.42,-3762
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-10-19,904.2,904.2,913.24,849.95,957.08,0.97,2021-10-20,913.71,2021-10-21,849.53,109,99594,2,1,-1.01,0.09,-6996
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-10-25,826.9,826.9,835.17,777.29,901.32,1.5,2021-10-26,831.62,2021-11-01,842.33,120,99794,5,6,0.2,0.47,1286
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2022-01-11,894.55,894.55,903.5,840.88,975.06,1.5,2022-01-12,899.45,2022-01-18,904.95,111,99839,5,6,0.09,0.52,610
SUNDRMFAST,INE387A01021,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2022-09-29,896.95,896.95,905.92,843.13,977.68,1.5,2022-09-30,901.9,2022-10-07,931.28,110,99209,5,7,0.5,0.73,3232
SUNDRMFAST,INE387A01021,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2022-10-17,923.35,923.35,932.58,867.95,1006.45,1.5,2022-10-18,925.46,2022-10-25,899.6,108,99950,6,7,-0.45,0.17,-2793
