stock,isin,sector,mode,status,exit_reason,regime,confidence,setup,signal_date,signal_close,planned_entry,entry_limit,stop_loss,target,planned_rr,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2022-08-12,1644.3,1644.3,1660.74,1557.9,1773.9,1.5,2022-08-16,1650.82,2022-08-24,1617.49,60,99049,7,8,-0.36,0.76,-2000
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-08-29,1608,1608,1624.08,1519,1741.51,1.5,2022-08-30,1610.8,2022-09-08,1688.71,62,99870,7,9,0.85,1.34,4830
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2022-09-12,1697.35,1697.35,1714.32,1595.51,1850.11,1.5,2022-09-13,1704.35,2022-09-22,1638.63,58,98852,8,9,-0.6,0.13,-3812
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2022-10-11,1650.95,1650.95,1667.46,1551.89,1799.54,1.5,2022-10-12,1644.82,2022-10-19,1668.47,60,98689,6,7,0.25,0.65,1419
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2022-10-20,1659.6,1659.6,1676.2,1561.48,1806.79,1.5,2022-10-21,1650.82,2022-11-01,1689.35,60,99049,7,11,0.43,0.52,2312
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2022-12-19,1754.5,1754.5,1772.05,1649.23,1912.41,1.5,2022-12-20,1755.88,2022-12-30,1698.95,56,98329,9,10,-0.53,0,-3188
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2023-01-02,1686.7,1686.7,1703.57,1605.38,1808.68,1.5,2023-01-03,1690.34,2023-01-11,1673.36,59,99730,7,8,-0.2,0.05,-1002
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-12-18,1704.55,1704.55,1721.6,1629.12,1817.69,1.5,2023-12-19,1709.85,2023-12-28,1750.37,58,99172,7,9,0.5,0.83,2350
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-01-15,1825.55,1825.55,1843.81,1716.02,1904.18,0.72,2024-01-16,1843.92,2024-01-20,1840.18,54,99572,5,4,-0.03,0.16,-202
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-01-23,1841.5,1841.5,1859.92,1746.2,1904.18,0.66,2024-01-24,1856.78,2024-01-31,1807.2,53,98409,5,7,-0.45,0.3,-2628
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-02-01,1803.15,1803.15,1821.18,1710.16,1942.64,1.5,2024-02-02,1807.9,2024-02-12,1709.29,55,99435,7,10,-1.01,0.56,-5423
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-02-19,1765.95,1765.95,1783.61,1659.99,1924.89,1.5,2024-02-20,1765.88,2024-02-28,1659.17,56,98889,7,8,-1.01,0,-5976
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-02-29,1697.2,1697.2,1714.17,1597.6,1846.6,1.5,2024-03-01,1698,2024-03-11,1698.4,58,98484,7,10,0,0.27,23
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2024-05-10,1919.3,1919.3,1938.49,1804.14,2092.04,1.5,2024-05-13,1920.01,2024-05-17,1927.09,52,99840,5,4,0.06,0.34,368
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-05-27,1867.35,1867.35,1886.02,1755.31,2035.41,1.5,2024-05-28,1872.04,2024-06-05,2034.38,53,99218,7,8,1.39,1.7,8604
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-06-06,2035.6,2035.6,2055.96,1913.46,2101.79,0.54,2024-06-07,2046.02,2024-06-10,2100.75,48,98209,2,3,0.41,1.03,2627
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-06-26,1964.1,1964.1,1983.74,1846.25,2101.79,1.17,2024-06-27,1965.08,2024-07-03,2034.78,50,98254,5,6,0.59,0.74,3485
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-07-05,2072.6,2072.6,2093.33,1948.24,2259.13,1.5,2024-07-08,2088.44,2024-07-16,2081.86,47,98157,7,8,-0.05,0.34,-310
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-08-05,1952.9,1952.9,1972.43,1835.73,2101.79,1.27,2024-08-06,1972.99,2024-08-12,1921.14,50,98649,5,6,-0.38,0.27,-2592
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-08-13,1904.75,1904.75,1923.8,1790.47,2076.18,1.5,2024-08-14,1915.76,2024-08-22,2023.54,52,99619,6,8,0.86,1.1,5605
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support×2,2024-09-18,2049.2,2049.2,2069.69,1942.43,2209.35,1.5,2024-09-20,2070.73,2024-09-30,2174.36,48,99395,7,10,0.81,1.05,4974
UBL,INE686F01025,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2024-10-07,2068.1,2068.1,2088.78,1945.83,2251.5,1.5,2024-10-08,2063.03,2024-10-16,2027.64,48,99025,7,8,-0.3,0.67,-1699
UBL,INE686F01025,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-04-30,2160,2160,2181.6,2030.4,2354.4,1.5,2025-05-02,2131.07,2025-05-09,2173.21,46,98029,6,7,0.42,1.13,1939
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2020-09-22,258.4,258.4,260.98,242.9,281.66,1.5,2020-09-23,261.13,2020-09-29,267.47,382,99752,5,6,0.35,0.71,2420
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2020-10-06,260.15,260.15,262.75,244.54,283.56,1.5,2020-10-07,261.53,2020-10-13,252.62,382,99905,5,6,-0.52,0.17,-3403
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2020-12-07,265.7,265.7,268.36,249.76,289.61,1.5,2020-12-08,268.48,2020-12-14,257.12,372,99876,5,6,-0.61,0.47,-4227
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Reversal,2021-01-22,249.9,249.9,252.4,235.64,271.29,1.5,2021-01-25,251.13,2021-02-01,235.53,398,99948,5,7,-1.01,0.07,-6206
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-06-14,349.15,349.15,352.64,328.2,368.26,0.91,2021-06-15,351.08,2021-06-18,328.04,284,99705,4,3,-1.01,0.14,-6543
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Pullback + Support,2021-06-21,347.5,347.5,350.98,326.65,368.26,1,2021-06-22,351.18,2021-06-28,360.47,284,99734,5,6,0.38,0.48,2640
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support + Pullback,2021-07-20,385.3,385.3,389.15,362.18,419.98,1.5,2021-07-22,389.34,2021-07-22,419.79,256,99672,1,0,1.12,3.88,7794
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-08-06,421.75,421.75,425.97,396.45,459.71,1.5,2021-08-09,424.81,2021-08-11,396.25,235,99831,3,2,-1.01,0.18,-6712
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-08-12,414.3,414.3,418.44,389.44,430.99,0.67,2021-08-13,417.61,2021-08-18,389.26,239,99808,4,5,-1.01,0,-6776
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2022-02-11,475.45,475.45,480.2,446.92,518.24,1.5,2022-02-14,465.23,2022-02-18,456.67,214,99560,5,4,-0.47,0.89,-1832
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2022-09-27,511.35,511.35,516.46,480.67,557.37,1.5,2022-09-28,508.4,2022-10-04,505.1,196,99647,5,6,-0.12,0.42,-648
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2022-10-06,509.55,509.55,514.65,478.98,555.41,1.5,2022-10-07,509.8,2022-10-12,478.76,196,99922,4,5,-1.01,0.12,-6085
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-11-15,504.55,504.55,509.6,474.35,549.85,1.5,2022-11-16,504.8,2022-11-24,514.14,198,99951,7,8,0.31,0.63,1849
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-12-06,507.2,507.2,512.27,476.77,552.85,1.5,2022-12-07,509.05,2022-12-13,527.19,196,99775,5,6,0.56,0.92,3554
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,HIGH,Support×2,2022-12-16,510.2,510.2,515.3,479.59,556.12,1.5,2022-12-19,510.46,2022-12-26,517.64,195,99539,6,7,0.23,0.51,1401
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2022-12-28,547.1,547.1,552.57,514.27,596.34,1.5,2022-12-29,550.28,2023-01-04,543.98,181,99600,5,6,-0.17,0.13,-1140
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2023-01-06,518.05,518.05,523.23,486.97,564.67,1.5,2023-01-09,523.51,2023-01-13,519.49,191,99991,5,4,-0.11,0.15,-768
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BEAR,MEDIUM,Support×2,2023-02-14,534.25,534.25,539.59,502.2,582.33,1.5,2023-02-15,534.32,2023-02-21,534.88,187,99917,5,6,0.02,0.87,106
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-05-03,564,564,569.64,530.16,614.76,1.5,2023-05-04,569.58,2023-05-09,614.44,175,99677,4,5,1.14,1.28,7850
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support + Pullback,2023-06-13,640.35,640.35,646.75,606.73,690.79,1.5,2023-06-14,643.77,2023-06-22,654.77,155,99785,7,8,0.3,0.71,1705
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-06-23,638.15,638.15,644.53,601.34,693.37,1.5,2023-06-26,631.17,2023-07-05,693,158,99724,7,9,2.07,2.28,9770
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-07-24,622.15,622.15,628.37,584.82,678.14,1.5,2023-07-25,621.36,2023-07-31,614.64,160,99418,5,6,-0.18,0.23,-1075
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-08-07,612.75,612.75,618.88,575.99,667.9,1.5,2023-08-08,611.61,2023-08-17,615.34,163,99692,7,9,0.1,0.17,609
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-09-25,635.85,635.85,642.21,597.7,693.08,1.5,2023-09-26,639.22,2023-10-04,644.63,156,99718,6,8,0.13,0.8,844
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-02-19,640.9,640.9,647.31,602.45,698.58,1.5,2024-02-20,641.22,2024-02-27,647.88,155,99389,6,7,0.17,0.46,1032
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-02-28,642.2,642.2,648.62,603.67,700,1.5,2024-02-29,642.52,2024-03-06,609.4,155,99591,6,6,-0.85,0.14,-5135
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-09-16,714.25,714.25,721.39,671.4,778.53,1.5,2024-09-17,712.41,2024-09-23,738.48,140,99737,5,6,0.64,1.33,3650
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-09-24,724.1,724.1,731.34,680.65,789.27,1.5,2024-09-25,716.71,2024-10-01,695.85,139,99622,5,6,-0.58,0.21,-2899
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2024-10-07,662.85,662.85,669.48,623.08,722.51,1.5,2024-10-08,660.88,2024-10-14,662.77,151,99793,5,6,0.05,0.7,285
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-10-15,652.9,652.9,659.43,613.73,711.66,1.5,2024-10-16,656.63,2024-10-22,632.03,152,99807,5,6,-0.57,0.67,-3738
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2024-12-12,775.55,775.55,783.31,729.02,825.65,1.08,2024-12-13,783.69,2024-12-19,763.97,127,99529,5,6,-0.36,0.01,-2505
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2025-06-23,820.2,820.2,828.4,770.99,894.02,1.5,2025-06-24,828.81,2025-06-30,849.13,120,99458,5,6,0.35,0.67,2437
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-07-18,871.6,871.6,880.32,819.3,912.67,0.79,2025-07-21,872.04,2025-07-25,840.58,114,99412,5,4,-0.6,0.66,-3586
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2025-09-12,887.6,887.6,896.48,834.34,967.48,1.5,2025-09-15,888.04,2025-09-19,885.61,112,99461,5,4,-0.05,0.76,-273
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2025-10-09,830.85,830.85,839.16,781,905.63,1.5,2025-10-10,831.27,2025-10-17,834.83,120,99752,6,7,0.07,0.53,428
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-10-20,843.85,843.85,852.29,793.22,919.8,1.5,2025-10-21,848.62,2025-10-29,863.92,117,99289,6,8,0.28,0.39,1789
CCL,INE421D01022,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2025-10-30,855.15,855.15,863.7,806.2,928.57,1.5,2025-10-31,860.13,2025-11-06,928.09,116,99775,4,6,1.26,3.97,7883
CCL,INE421D01022,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-12-01,984.2,984.2,994.04,925.15,1032.93,0.83,2025-12-02,988.79,2025-12-08,941.13,101,99868,5,6,-0.75,0.32,-4814
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2019-11-29,354.95,354.95,358.5,333.65,386.9,1.5,2019-12-02,358.68,2019-12-03,333.48,278,99713,2,1,-1.01,0,-7005
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2020-01-07,330.95,330.95,334.26,311.09,360.74,1.5,2020-01-08,325.16,2020-01-14,338.93,307,99825,5,6,0.98,1.09,4227
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-06-25,181,181,182.81,170.14,197.29,1.5,2021-06-28,182.09,2021-07-02,178.41,549,99968,5,4,-0.31,0.12,-2020
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Support + Pullback,2021-07-14,187.7,187.7,189.58,176.44,194.41,0.6,2021-07-15,188.74,2021-07-19,176.36,529,99846,3,4,-1.01,0.17,-6550
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2021-10-26,238.25,238.25,240.63,223.96,259.69,1.5,2021-10-27,240.47,2021-11-02,244.08,415,99795,5,6,0.22,1.06,1497
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2021-11-26,244,244,246.44,229.36,251.4,0.51,2021-11-29,232.17,2021-11-29,229.24,430,99831,1,0,-1.04,3.5,-1260
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2022-02-15,242.65,242.65,245.08,228.09,264.49,1.5,2022-02-16,244.82,2022-02-21,264.37,408,99888,4,5,1.17,3.42,7975
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Support,2022-04-12,299.05,299.05,302.04,281.11,325.96,1.5,2022-04-13,301.05,2022-04-20,280.96,332,99949,4,7,-1.01,0.62,-6670
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BEAR,MEDIUM,Pullback + Support,2022-06-07,293.4,293.4,296.33,275.8,319.81,1.5,2022-06-08,296.5,2022-06-14,293.7,337,99920,5,6,-0.14,0.41,-942
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2022-07-21,315.95,315.95,319.11,296.99,344.39,1.5,2022-07-22,317.16,2022-07-28,327.69,315,99905,5,6,0.52,0.79,3316
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-08-01,317.2,317.2,320.37,298.17,345.75,1.5,2022-08-02,317.16,2022-08-08,319.49,315,99905,5,6,0.12,0.76,734
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2022-08-25,330.55,330.55,333.86,310.72,360.3,1.5,2022-08-26,334.02,2022-09-02,331.93,299,99871,5,7,-0.09,0.41,-623
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2022-09-07,332.1,332.1,335.42,312.17,361.99,1.5,2022-09-08,334.87,2022-09-14,336.43,298,99790,5,6,0.07,0.23,466
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support×2,2022-09-26,328.7,328.7,331.99,308.98,358.28,1.5,2022-09-27,328.41,2022-10-03,358.12,304,99838,5,6,1.53,2.5,9031
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BEAR,MEDIUM,Pullback + Support,2023-02-23,364.55,364.55,368.2,342.68,397.36,1.5,2023-02-24,365.08,2023-03-02,364.52,273,99668,5,6,-0.03,0.62,-154
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BEAR,MEDIUM,Support×2,2023-03-16,363.55,363.55,367.19,341.74,396.27,1.5,2023-03-17,365.13,2023-03-24,360.97,273,99681,6,7,-0.18,0.47,-1137
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2023-04-27,372.55,372.55,376.28,350.52,405.6,1.5,2023-04-28,374.09,2023-05-09,405.4,267,99881,7,11,1.33,1.34,8360
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-05-29,423.9,423.9,428.14,398.47,437.12,0.52,2023-05-30,425.21,2023-05-31,436.88,235,99925,2,1,0.44,0.72,2742
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-06-19,418.65,418.65,422.84,393.53,437.12,0.74,2023-06-20,420.21,2023-06-26,414.74,237,99590,5,6,-0.2,0.22,-1296
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-07-20,457.85,457.85,462.43,430.38,499.06,1.5,2023-07-21,457.13,2023-07-28,474.86,218,99654,6,7,0.66,1.49,3866
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,BULL,HIGH,Pullback + Support,2023-08-08,478.8,478.8,483.59,450.07,496.01,0.6,2023-08-09,480.94,2023-08-09,495.75,207,99555,1,0,0.48,0.97,3066
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2023-08-18,490.45,490.45,495.35,461.02,534.59,1.5,2023-08-21,492.25,2023-08-22,534.33,203,99926,2,1,1.35,1.37,8544
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,HIGH,Pullback,2023-09-26,557.05,557.05,562.62,523.63,607.18,1.5,2023-09-27,559.18,2023-10-05,593,178,99534,6,8,0.95,1.15,6021
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2023-10-25,559.7,559.7,565.3,526.12,610.07,1.5,2023-10-26,565.58,2023-11-01,558.17,176,99543,5,6,-0.19,0.24,-1304
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-02-28,819.75,819.75,827.95,770.57,889.97,1.43,2024-02-29,819.46,2024-03-05,794.9,122,99974,5,5,-0.5,0.32,-2996
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-05-02,879.6,879.6,888.4,826.82,958.76,1.5,2024-05-03,888.84,2024-05-09,826.39,112,99551,5,6,-1.01,0.47,-6995
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-09-17,880.7,880.7,889.51,827.86,959.96,1.5,2024-09-18,881.44,2024-09-24,914.39,113,99603,5,6,0.61,1.04,3724
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support×2,2024-10-01,865.1,865.1,873.75,813.19,942.96,1.5,2024-10-03,864.63,2024-10-09,890.15,115,99433,5,6,0.5,0.94,2935
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2024-10-11,890,890,898.9,836.6,970.1,1.5,2024-10-14,890.45,2024-10-18,872.81,112,99730,5,4,-0.33,0.34,-1975
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2024-10-28,833.75,833.75,842.09,783.72,908.79,1.5,2024-10-29,842.52,2024-10-31,908.35,118,99417,3,2,1.12,1.14,7767
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2024-12-06,898,898,906.98,844.12,978.82,1.5,2024-12-09,898.45,2024-12-12,978.31,111,99728,4,3,1.47,2.83,8865
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2025-06-05,917.55,917.55,926.73,862.5,1000.13,1.5,2025-06-06,922.86,2025-06-13,856.97,108,99669,6,7,-1.09,0.31,-7116
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support×2,2025-07-03,886.9,886.9,895.77,833.69,966.72,1.5,2025-07-04,890.29,2025-07-14,867.47,112,99713,7,10,-0.4,0.21,-2557
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2025-09-12,1021.8,1021.8,1032.02,960.49,1113.76,1.5,2025-09-15,1029.31,2025-09-19,1029.39,97,99843,5,4,0,0.59,7
CHALET,INE427F01016,fmcg-consumer,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2025-09-22,1009.8,1009.8,1019.9,949.21,1048,0.63,2025-09-23,1016.31,2025-09-29,948.73,98,99598,5,6,-1.01,0.22,-6623
CHALET,INE427F01016,fmcg-consumer,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-10-13,930.2,930.2,939.5,874.39,1013.92,1.5,2025-10-14,930.67,2025-10-20,952.22,107,99581,5,6,0.38,1.04,2307
DOMS,INE321T01012,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-08-06,2362.35,2362.35,2385.97,2220.61,2574.96,1.5,2024-08-07,2387.14,2024-08-13,2256.62,41,97873,5,6,-0.78,0.95,-5351
DOMS,INE321T01012,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-08-19,2265.7,2265.7,2288.36,2129.76,2359.17,0.69,2024-08-20,2289.49,2024-08-22,2373.61,43,98448,3,2,0.53,2.67,3617
DOMS,INE321T01012,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-09-25,2716.7,2716.7,2743.87,2553.7,2961.2,1.5,2024-09-26,2745.22,2024-10-03,2598.8,36,98828,5,7,-0.76,0.09,-5271
DOMS,INE321T01012,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-10-04,2567.25,2567.25,2592.92,2413.21,2685.62,0.77,2024-10-07,2561.28,2024-10-08,2684.26,39,99890,2,1,0.83,1.38,4796
DOMS,INE321T01012,fmcg-consumer,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2024-10-11,2694.3,2694.3,2721.24,2532.64,2936.79,1.5,2024-10-14,2710.05,2024-10-18,2935.33,36,97562,5,4,1.27,1.85,8110
DOMS,INE321T01012,fmcg-consumer,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2024-12-06,2913.45,2913.45,2942.58,2738.64,3175.66,1.5,2024-12-09,2882.44,2024-12-13,2977.11,34,98003,5,4,0.66,1.11,3219
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2019-03-19,672.5,672.5,679.23,632.15,733.03,1.5,2019-03-20,679.59,2019-03-22,631.83,147,99900,2,2,-1.01,0.03,-7020
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support + Pullback,2019-03-29,673.6,673.6,680.34,633.18,734.22,1.5,2019-04-01,671.64,2019-04-05,660.87,148,99402,5,4,-0.28,0.41,-1593
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2019-05-15,597.3,597.3,603.27,561.46,651.06,1.5,2019-05-16,597.8,2019-05-17,561.17,167,99832,2,1,-1.01,0,-6117
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-01-07,605.6,605.6,611.66,569.26,660.1,1.5,2021-01-08,608.1,2021-01-14,604.4,164,99729,5,6,-0.1,0.56,-608
VMART,INE665J01013,fmcg-consumer,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-01-15,603.2,603.2,609.23,567.01,622.45,0.53,2021-01-18,600.8,2021-01-20,622.14,166,99733,3,2,0.63,1.23,3542
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-01-21,618.5,618.5,624.69,581.39,674.17,1.5,2021-01-22,623.71,2021-01-29,612.89,160,99794,5,7,-0.26,0.69,-1731
VMART,INE665J01013,fmcg-consumer,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2021-02-01,617.3,617.3,623.47,580.26,672.86,1.5,2021-02-02,623.76,2021-02-08,617.59,160,99802,5,6,-0.14,0.3,-987
