#,FIB_CODE,FIB_DETAIL,ZOI_CODE,OVERLAP,PLAIN_ENGLISH,RECOMMENDATION
1,IN_POCKET_RISING,,IN_DEMAND_RISING,OVERLAP,"in pocket, rising + in demand, rising (same price)",BUY
2,IN_POCKET_RISING,,IN_DEMAND_FALLING,OVERLAP,"in pocket, rising + in demand, falling (same price)",CAUTION
3,IN_POCKET_RISING,,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"in pocket, rising + just above demand, rising (same price)",BUY
4,IN_POCKET_RISING,,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"in pocket, rising + just above demand, rising (pocket above zone)",BUY
5,IN_POCKET_RISING,,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"in pocket, rising + just above demand, falling (same price)",CAUTION
6,IN_POCKET_RISING,,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"in pocket, rising + just above demand, falling (pocket above zone)",CAUTION
7,IN_POCKET_RISING,,FAR_ABOVE_DEMAND,POCKET_ABOVE,"in pocket, rising + far above demand (pocket above zone)",CAUTION
8,IN_POCKET_RISING,,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"in pocket, rising + recovered into demand (same price)",BUY
9,IN_POCKET_RISING,,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"in pocket, rising + recovered above demand (same price)",BUY
10,IN_POCKET_RISING,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"in pocket, rising + recovered above demand (pocket above zone)",BUY
11,IN_POCKET_RISING,,BROKE_BELOW_DEMAND,OVERLAP,"in pocket, rising + broke below demand (same price)",CAUTION
12,IN_POCKET_RISING,,BROKE_BELOW_DEMAND,POCKET_BELOW,"in pocket, rising + broke below demand (pocket below zone)",CAUTION
13,IN_POCKET_RISING,,STACKED_DEMAND_RISING,OVERLAP,"in pocket, rising + stacked demand, rising (same price)",BUY
14,IN_POCKET_RISING,,IN_SUPPLY,OVERLAP,"in pocket, rising + in supply (same price)",AVOID
15,IN_POCKET_RISING,,NEAR_BELOW_SUPPLY,OVERLAP,"in pocket, rising + just below supply (same price)",AVOID
16,IN_POCKET_RISING,,NEAR_BELOW_SUPPLY,POCKET_BELOW,"in pocket, rising + just below supply (pocket below zone)",CAUTION
17,IN_POCKET_RISING,,FAR_BELOW_SUPPLY,POCKET_BELOW,"in pocket, rising + supply far overhead (pocket below zone)",BUY
18,IN_POCKET_RISING,,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"in pocket, rising + broke above supply, rising (same price)",BUY
19,IN_POCKET_RISING,,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"in pocket, rising + broke above supply, rising (pocket above zone)",BUY
20,IN_POCKET_RISING,,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"in pocket, rising + broke above supply, falling (same price)",AVOID
21,IN_POCKET_RISING,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"in pocket, rising + broke above supply, falling (pocket above zone)",CAUTION
22,IN_POCKET_RISING,,FAR_ABOVE_SUPPLY,POCKET_ABOVE,"in pocket, rising + far above broken supply (pocket above zone)",CAUTION
23,IN_POCKET_RISING,,BETWEEN_ZONES,NO_ZONE,"in pocket, rising + no zone nearby (no zone)",BUY
24,IN_POCKET_RISING,recovered from swing low,IN_DEMAND_RISING,OVERLAP,"recovered from swing low into pocket, rising + in demand, rising (same price)",BUY
25,IN_POCKET_RISING,recovered from swing low,IN_DEMAND_FALLING,OVERLAP,"recovered from swing low into pocket, rising + in demand, falling (same price)",CAUTION
26,IN_POCKET_RISING,recovered from swing low,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"recovered from swing low into pocket, rising + just above demand, rising (same price)",BUY
27,IN_POCKET_RISING,recovered from swing low,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"recovered from swing low into pocket, rising + just above demand, rising (pocket above zone)",BUY
28,IN_POCKET_RISING,recovered from swing low,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"recovered from swing low into pocket, rising + just above demand, falling (same price)",CAUTION
29,IN_POCKET_RISING,recovered from swing low,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"recovered from swing low into pocket, rising + just above demand, falling (pocket above zone)",CAUTION
30,IN_POCKET_RISING,recovered from swing low,FAR_ABOVE_DEMAND,POCKET_ABOVE,"recovered from swing low into pocket, rising + far above demand (pocket above zone)",CAUTION
31,IN_POCKET_RISING,recovered from swing low,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"recovered from swing low into pocket, rising + recovered into demand (same price)",BUY
32,IN_POCKET_RISING,recovered from swing low,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"recovered from swing low into pocket, rising + recovered above demand (same price)",BUY
33,IN_POCKET_RISING,recovered from swing low,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"recovered from swing low into pocket, rising + recovered above demand (pocket above zone)",BUY
34,IN_POCKET_RISING,recovered from swing low,BROKE_BELOW_DEMAND,OVERLAP,"recovered from swing low into pocket, rising + broke below demand (same price)",CAUTION
35,IN_POCKET_RISING,recovered from swing low,BROKE_BELOW_DEMAND,POCKET_BELOW,"recovered from swing low into pocket, rising + broke below demand (pocket below zone)",CAUTION
36,IN_POCKET_RISING,recovered from swing low,STACKED_DEMAND_RISING,OVERLAP,"recovered from swing low into pocket, rising + stacked demand, rising (same price)",BUY
37,IN_POCKET_RISING,recovered from swing low,IN_SUPPLY,OVERLAP,"recovered from swing low into pocket, rising + in supply (same price)",AVOID
38,IN_POCKET_RISING,recovered from swing low,NEAR_BELOW_SUPPLY,OVERLAP,"recovered from swing low into pocket, rising + just below supply (same price)",AVOID
39,IN_POCKET_RISING,recovered from swing low,NEAR_BELOW_SUPPLY,POCKET_BELOW,"recovered from swing low into pocket, rising + just below supply (pocket below zone)",CAUTION
40,IN_POCKET_RISING,recovered from swing low,FAR_BELOW_SUPPLY,POCKET_BELOW,"recovered from swing low into pocket, rising + supply far overhead (pocket below zone)",BUY
41,IN_POCKET_RISING,recovered from swing low,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"recovered from swing low into pocket, rising + broke above supply, rising (same price)",BUY
42,IN_POCKET_RISING,recovered from swing low,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"recovered from swing low into pocket, rising + broke above supply, rising (pocket above zone)",BUY
43,IN_POCKET_RISING,recovered from swing low,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"recovered from swing low into pocket, rising + broke above supply, falling (same price)",AVOID
44,IN_POCKET_RISING,recovered from swing low,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"recovered from swing low into pocket, rising + broke above supply, falling (pocket above zone)",CAUTION
45,IN_POCKET_RISING,recovered from swing low,FAR_ABOVE_SUPPLY,POCKET_ABOVE,"recovered from swing low into pocket, rising + far above broken supply (pocket above zone)",CAUTION
46,IN_POCKET_RISING,recovered from swing low,BETWEEN_ZONES,NO_ZONE,"recovered from swing low into pocket, rising + no zone nearby (no zone)",BUY
47,IN_POCKET_FALLING,,IN_DEMAND_RISING,OVERLAP,"in pocket, falling + in demand, rising (same price)",WATCH
48,IN_POCKET_FALLING,,IN_DEMAND_FALLING,OVERLAP,"in pocket, falling + in demand, falling (same price)",WAIT
49,IN_POCKET_FALLING,,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"in pocket, falling + just above demand, rising (same price)",WATCH
50,IN_POCKET_FALLING,,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"in pocket, falling + just above demand, rising (pocket above zone)",WATCH
51,IN_POCKET_FALLING,,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"in pocket, falling + just above demand, falling (same price)",WAIT
52,IN_POCKET_FALLING,,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"in pocket, falling + just above demand, falling (pocket above zone)",WAIT
53,IN_POCKET_FALLING,,FAR_ABOVE_DEMAND,POCKET_ABOVE,"in pocket, falling + far above demand (pocket above zone)",WAIT
54,IN_POCKET_FALLING,,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"in pocket, falling + recovered into demand (same price)",WATCH
55,IN_POCKET_FALLING,,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"in pocket, falling + recovered above demand (same price)",WATCH
56,IN_POCKET_FALLING,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"in pocket, falling + recovered above demand (pocket above zone)",WATCH
57,IN_POCKET_FALLING,,BROKE_BELOW_DEMAND,OVERLAP,"in pocket, falling + broke below demand (same price)",AVOID
58,IN_POCKET_FALLING,,BROKE_BELOW_DEMAND,POCKET_BELOW,"in pocket, falling + broke below demand (pocket below zone)",AVOID
59,IN_POCKET_FALLING,,STACKED_DEMAND_RISING,OVERLAP,"in pocket, falling + stacked demand, rising (same price)",WATCH
60,IN_POCKET_FALLING,,IN_SUPPLY,OVERLAP,"in pocket, falling + in supply (same price)",AVOID
61,IN_POCKET_FALLING,,NEAR_BELOW_SUPPLY,OVERLAP,"in pocket, falling + just below supply (same price)",AVOID
62,IN_POCKET_FALLING,,NEAR_BELOW_SUPPLY,POCKET_BELOW,"in pocket, falling + just below supply (pocket below zone)",WAIT
63,IN_POCKET_FALLING,,FAR_BELOW_SUPPLY,POCKET_BELOW,"in pocket, falling + supply far overhead (pocket below zone)",WAIT
64,IN_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"in pocket, falling + broke above supply, rising (same price)",WATCH
65,IN_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"in pocket, falling + broke above supply, rising (pocket above zone)",WATCH
66,IN_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"in pocket, falling + broke above supply, falling (same price)",AVOID
67,IN_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"in pocket, falling + broke above supply, falling (pocket above zone)",WAIT
68,IN_POCKET_FALLING,,FAR_ABOVE_SUPPLY,POCKET_ABOVE,"in pocket, falling + far above broken supply (pocket above zone)",WAIT
69,IN_POCKET_FALLING,,BETWEEN_ZONES,NO_ZONE,"in pocket, falling + no zone nearby (no zone)",WAIT
70,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_DEMAND_RISING,OVERLAP,"bounced up from pocket, rising + in demand, rising (same price)",BUY
71,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_DEMAND_RISING,POCKET_BELOW,"bounced up from pocket, rising + in demand, rising (pocket below zone)",CAUTION
72,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_DEMAND_FALLING,OVERLAP,"bounced up from pocket, rising + in demand, falling (same price)",CAUTION
73,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_DEMAND_FALLING,POCKET_BELOW,"bounced up from pocket, rising + in demand, falling (pocket below zone)",CAUTION
74,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"bounced up from pocket, rising + just above demand, rising (same price)",BUY
75,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"bounced up from pocket, rising + just above demand, rising (pocket above zone)",BUY
76,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_RISING,POCKET_BELOW,"bounced up from pocket, rising + just above demand, rising (pocket below zone)",CAUTION
77,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"bounced up from pocket, rising + just above demand, falling (same price)",CAUTION
78,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"bounced up from pocket, rising + just above demand, falling (pocket above zone)",CAUTION
79,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_ABOVE_DEMAND_FALLING,POCKET_BELOW,"bounced up from pocket, rising + just above demand, falling (pocket below zone)",CAUTION
80,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_DEMAND,OVERLAP,"bounced up from pocket, rising + far above demand (same price)",CAUTION
81,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_DEMAND,POCKET_ABOVE,"bounced up from pocket, rising + far above demand (pocket above zone)",CAUTION
82,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_DEMAND,POCKET_BELOW,"bounced up from pocket, rising + far above demand (pocket below zone)",CAUTION
83,NEAR_ABOVE_POCKET_RISING,bounced from pocket,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"bounced up from pocket, rising + recovered into demand (same price)",BUY
84,NEAR_ABOVE_POCKET_RISING,bounced from pocket,RECOVERED_INTO_DEMAND_RISING,POCKET_BELOW,"bounced up from pocket, rising + recovered into demand (pocket below zone)",CAUTION
85,NEAR_ABOVE_POCKET_RISING,bounced from pocket,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"bounced up from pocket, rising + recovered above demand (same price)",BUY
86,NEAR_ABOVE_POCKET_RISING,bounced from pocket,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"bounced up from pocket, rising + recovered above demand (pocket above zone)",BUY
87,NEAR_ABOVE_POCKET_RISING,bounced from pocket,RECOVERED_ABOVE_DEMAND_RISING,POCKET_BELOW,"bounced up from pocket, rising + recovered above demand (pocket below zone)",CAUTION
88,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_BELOW_DEMAND,POCKET_BELOW,"bounced up from pocket, rising + broke below demand (pocket below zone)",CAUTION
89,NEAR_ABOVE_POCKET_RISING,bounced from pocket,STACKED_DEMAND_RISING,OVERLAP,"bounced up from pocket, rising + stacked demand, rising (same price)",BUY
90,NEAR_ABOVE_POCKET_RISING,bounced from pocket,STACKED_DEMAND_RISING,POCKET_BELOW,"bounced up from pocket, rising + stacked demand, rising (pocket below zone)",CAUTION
91,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_SUPPLY,OVERLAP,"bounced up from pocket, rising + in supply (same price)",AVOID
92,NEAR_ABOVE_POCKET_RISING,bounced from pocket,IN_SUPPLY,POCKET_BELOW,"bounced up from pocket, rising + in supply (pocket below zone)",CAUTION
93,NEAR_ABOVE_POCKET_RISING,bounced from pocket,NEAR_BELOW_SUPPLY,POCKET_BELOW,"bounced up from pocket, rising + just below supply (pocket below zone)",CAUTION
94,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_BELOW_SUPPLY,POCKET_BELOW,"bounced up from pocket, rising + supply far overhead (pocket below zone)",BUY
95,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"bounced up from pocket, rising + broke above supply, rising (same price)",BUY
96,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"bounced up from pocket, rising + broke above supply, rising (pocket above zone)",BUY
97,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_RISING,POCKET_BELOW,"bounced up from pocket, rising + broke above supply, rising (pocket below zone)",CAUTION
98,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"bounced up from pocket, rising + broke above supply, falling (same price)",AVOID
99,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"bounced up from pocket, rising + broke above supply, falling (pocket above zone)",CAUTION
100,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BROKE_ABOVE_SUPPLY_FALLING,POCKET_BELOW,"bounced up from pocket, rising + broke above supply, falling (pocket below zone)",CAUTION
101,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_SUPPLY,OVERLAP,"bounced up from pocket, rising + far above broken supply (same price)",CAUTION
102,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_SUPPLY,POCKET_ABOVE,"bounced up from pocket, rising + far above broken supply (pocket above zone)",CAUTION
103,NEAR_ABOVE_POCKET_RISING,bounced from pocket,FAR_ABOVE_SUPPLY,POCKET_BELOW,"bounced up from pocket, rising + far above broken supply (pocket below zone)",CAUTION
104,NEAR_ABOVE_POCKET_RISING,bounced from pocket,BETWEEN_ZONES,NO_ZONE,"bounced up from pocket, rising + no zone nearby (no zone)",BUY
105,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_DEMAND_RISING,OVERLAP,"just above pocket (never touched), rising + in demand, rising (same price)",WATCH
106,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_DEMAND_RISING,POCKET_BELOW,"just above pocket (never touched), rising + in demand, rising (pocket below zone)",WATCH
107,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_DEMAND_FALLING,OVERLAP,"just above pocket (never touched), rising + in demand, falling (same price)",AVOID
108,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_DEMAND_FALLING,POCKET_BELOW,"just above pocket (never touched), rising + in demand, falling (pocket below zone)",AVOID
109,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"just above pocket (never touched), rising + just above demand, rising (same price)",WATCH
110,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"just above pocket (never touched), rising + just above demand, rising (pocket above zone)",WATCH
111,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_RISING,POCKET_BELOW,"just above pocket (never touched), rising + just above demand, rising (pocket below zone)",WATCH
112,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"just above pocket (never touched), rising + just above demand, falling (same price)",WAIT
113,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"just above pocket (never touched), rising + just above demand, falling (pocket above zone)",WAIT
114,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_ABOVE_DEMAND_FALLING,POCKET_BELOW,"just above pocket (never touched), rising + just above demand, falling (pocket below zone)",WAIT
115,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_DEMAND,OVERLAP,"just above pocket (never touched), rising + far above demand (same price)",WAIT
116,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_DEMAND,POCKET_ABOVE,"just above pocket (never touched), rising + far above demand (pocket above zone)",WAIT
117,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_DEMAND,POCKET_BELOW,"just above pocket (never touched), rising + far above demand (pocket below zone)",WAIT
118,NEAR_ABOVE_POCKET_RISING,never touched pocket,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"just above pocket (never touched), rising + recovered into demand (same price)",WATCH
119,NEAR_ABOVE_POCKET_RISING,never touched pocket,RECOVERED_INTO_DEMAND_RISING,POCKET_BELOW,"just above pocket (never touched), rising + recovered into demand (pocket below zone)",WATCH
120,NEAR_ABOVE_POCKET_RISING,never touched pocket,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"just above pocket (never touched), rising + recovered above demand (same price)",WATCH
121,NEAR_ABOVE_POCKET_RISING,never touched pocket,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"just above pocket (never touched), rising + recovered above demand (pocket above zone)",WATCH
122,NEAR_ABOVE_POCKET_RISING,never touched pocket,RECOVERED_ABOVE_DEMAND_RISING,POCKET_BELOW,"just above pocket (never touched), rising + recovered above demand (pocket below zone)",WATCH
123,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_BELOW_DEMAND,POCKET_BELOW,"just above pocket (never touched), rising + broke below demand (pocket below zone)",AVOID
124,NEAR_ABOVE_POCKET_RISING,never touched pocket,STACKED_DEMAND_RISING,OVERLAP,"just above pocket (never touched), rising + stacked demand, rising (same price)",WATCH
125,NEAR_ABOVE_POCKET_RISING,never touched pocket,STACKED_DEMAND_RISING,POCKET_BELOW,"just above pocket (never touched), rising + stacked demand, rising (pocket below zone)",WATCH
126,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_SUPPLY,OVERLAP,"just above pocket (never touched), rising + in supply (same price)",AVOID
127,NEAR_ABOVE_POCKET_RISING,never touched pocket,IN_SUPPLY,POCKET_BELOW,"just above pocket (never touched), rising + in supply (pocket below zone)",SKIP
128,NEAR_ABOVE_POCKET_RISING,never touched pocket,NEAR_BELOW_SUPPLY,POCKET_BELOW,"just above pocket (never touched), rising + just below supply (pocket below zone)",SKIP
129,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_BELOW_SUPPLY,POCKET_BELOW,"just above pocket (never touched), rising + supply far overhead (pocket below zone)",SKIP
130,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"just above pocket (never touched), rising + broke above supply, rising (same price)",WATCH
131,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"just above pocket (never touched), rising + broke above supply, rising (pocket above zone)",WATCH
132,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_RISING,POCKET_BELOW,"just above pocket (never touched), rising + broke above supply, rising (pocket below zone)",WATCH
133,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"just above pocket (never touched), rising + broke above supply, falling (same price)",AVOID
134,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"just above pocket (never touched), rising + broke above supply, falling (pocket above zone)",AVOID
135,NEAR_ABOVE_POCKET_RISING,never touched pocket,BROKE_ABOVE_SUPPLY_FALLING,POCKET_BELOW,"just above pocket (never touched), rising + broke above supply, falling (pocket below zone)",AVOID
136,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_SUPPLY,OVERLAP,"just above pocket (never touched), rising + far above broken supply (same price)",WAIT
137,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_SUPPLY,POCKET_ABOVE,"just above pocket (never touched), rising + far above broken supply (pocket above zone)",WAIT
138,NEAR_ABOVE_POCKET_RISING,never touched pocket,FAR_ABOVE_SUPPLY,POCKET_BELOW,"just above pocket (never touched), rising + far above broken supply (pocket below zone)",WAIT
139,NEAR_ABOVE_POCKET_RISING,never touched pocket,BETWEEN_ZONES,NO_ZONE,"just above pocket (never touched), rising + no zone nearby (no zone)",SKIP
140,NEAR_ABOVE_POCKET_FALLING,,IN_DEMAND_RISING,OVERLAP,"just above pocket, falling + in demand, rising (same price)",WATCH
141,NEAR_ABOVE_POCKET_FALLING,,IN_DEMAND_RISING,POCKET_BELOW,"just above pocket, falling + in demand, rising (pocket below zone)",WATCH
142,NEAR_ABOVE_POCKET_FALLING,,IN_DEMAND_FALLING,OVERLAP,"just above pocket, falling + in demand, falling (same price)",WAIT
143,NEAR_ABOVE_POCKET_FALLING,,IN_DEMAND_FALLING,POCKET_BELOW,"just above pocket, falling + in demand, falling (pocket below zone)",WAIT
144,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_RISING,OVERLAP,"just above pocket, falling + just above demand, rising (same price)",WATCH
145,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_RISING,POCKET_ABOVE,"just above pocket, falling + just above demand, rising (pocket above zone)",WATCH
146,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_RISING,POCKET_BELOW,"just above pocket, falling + just above demand, rising (pocket below zone)",WATCH
147,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_FALLING,OVERLAP,"just above pocket, falling + just above demand, falling (same price)",WAIT
148,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"just above pocket, falling + just above demand, falling (pocket above zone)",WAIT
149,NEAR_ABOVE_POCKET_FALLING,,NEAR_ABOVE_DEMAND_FALLING,POCKET_BELOW,"just above pocket, falling + just above demand, falling (pocket below zone)",WAIT
150,NEAR_ABOVE_POCKET_FALLING,,FAR_ABOVE_DEMAND,OVERLAP,"just above pocket, falling + far above demand (same price)",WAIT
151,NEAR_ABOVE_POCKET_FALLING,,FAR_ABOVE_DEMAND,POCKET_ABOVE,"just above pocket, falling + far above demand (pocket above zone)",WAIT
152,NEAR_ABOVE_POCKET_FALLING,,FAR_ABOVE_DEMAND,POCKET_BELOW,"just above pocket, falling + far above demand (pocket below zone)",WAIT
153,NEAR_ABOVE_POCKET_FALLING,,RECOVERED_INTO_DEMAND_RISING,OVERLAP,"just above pocket, falling + recovered into demand (same price)",WATCH
154,NEAR_ABOVE_POCKET_FALLING,,RECOVERED_INTO_DEMAND_RISING,POCKET_BELOW,"just above pocket, falling + recovered into demand (pocket below zone)",WATCH
155,NEAR_ABOVE_POCKET_FALLING,,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,"just above pocket, falling + recovered above demand (same price)",WATCH
156,NEAR_ABOVE_POCKET_FALLING,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,"just above pocket, falling + recovered above demand (pocket above zone)",WATCH
157,NEAR_ABOVE_POCKET_FALLING,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_BELOW,"just above pocket, falling + recovered above demand (pocket below zone)",WATCH
158,NEAR_ABOVE_POCKET_FALLING,,BROKE_BELOW_DEMAND,POCKET_BELOW,"just above pocket, falling + broke below demand (pocket below zone)",AVOID
159,NEAR_ABOVE_POCKET_FALLING,,STACKED_DEMAND_RISING,OVERLAP,"just above pocket, falling + stacked demand, rising (same price)",WATCH
160,NEAR_ABOVE_POCKET_FALLING,,STACKED_DEMAND_RISING,POCKET_BELOW,"just above pocket, falling + stacked demand, rising (pocket below zone)",WATCH
161,NEAR_ABOVE_POCKET_FALLING,,IN_SUPPLY,OVERLAP,"just above pocket, falling + in supply (same price)",AVOID
162,NEAR_ABOVE_POCKET_FALLING,,IN_SUPPLY,POCKET_BELOW,"just above pocket, falling + in supply (pocket below zone)",WAIT
163,NEAR_ABOVE_POCKET_FALLING,,NEAR_BELOW_SUPPLY,POCKET_BELOW,"just above pocket, falling + just below supply (pocket below zone)",WAIT
164,NEAR_ABOVE_POCKET_FALLING,,FAR_BELOW_SUPPLY,POCKET_BELOW,"just above pocket, falling + supply far overhead (pocket below zone)",WAIT
165,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"just above pocket, falling + broke above supply, rising (same price)",WATCH
166,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"just above pocket, falling + broke above supply, rising (pocket above zone)",WATCH
167,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_RISING,POCKET_BELOW,"just above pocket, falling + broke above supply, rising (pocket below zone)",WATCH
168,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"just above pocket, falling + broke above supply, falling (same price)",AVOID
169,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"just above pocket, falling + broke above supply, falling (pocket above zone)",WAIT
170,NEAR_ABOVE_POCKET_FALLING,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_BELOW,"just above pocket, falling + broke above supply, falling (pocket below zone)",WAIT
171,NEAR_ABOVE_POCKET_FALLING,,FAR_ABOVE_SUPPLY,OVERLAP,"just above pocket, falling + far above broken supply (same price)",WAIT
